Track,Artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,URL
Habit,SEKAI NO OWARI,0.749,0.85,10,-5.39,0,0.126,0.203,0.0,0.18,0.912,117.968,audio_features,https://open.spotify.com/track/2uMNMcjjUz8oNIxjIu20qE
PAKU,asmi,0.84,0.889,7,-4.968,1,0.125,0.296,3.52e-05,0.344,0.961,124.04,audio_features,https://open.spotify.com/track/6nYezkgAePhAmnxNTQRsLV
イージーゲーム,natsumi,0.605,0.909,1,-2.483,0,0.13,0.227,0.0,0.0497,0.901,165.953,audio_features,https://open.spotify.com/track/096qZRdXPOyvb5OP8NI7pw
私は最強,Mrs. GREEN APPLE,0.609,0.868,9,-2.578,1,0.0407,0.0142,0.0,0.328,0.496,95.988,audio_features,https://open.spotify.com/track/0tJ6d01rh2gTbpFlY1mYJZ
ユートピア,imase,0.671,0.884,1,-6.128,1,0.0355,0.0888,9.09e-06,0.262,0.824,105.001,audio_features,https://open.spotify.com/track/2ALfxGK9zPIkTvJbCjkSeI
三原色,YOASOBI,0.443,0.893,5,-3.496,0,0.154,0.128,0.0,0.328,0.826,127.999,audio_features,https://open.spotify.com/track/3FUCuf498nFHJXFYR1V9Bd
おもかげ (produced by Vaundy),milet,0.488,0.638,8,-4.502,1,0.058,0.0258,2.24e-05,0.12,0.713,207.906,audio_features,https://open.spotify.com/track/6ts1KCOudfDYXYfyWtq0k1
異世界混合大舞踏会 (feat. おばけ),Gen Hoshino,0.829,0.751,11,-4.937,0,0.0645,0.0142,0.014,0.0414,0.96,129.993,audio_features,https://open.spotify.com/track/2YaWdN5tieE4Ntorawbbvq
ダーリン,須田景凪,0.827,0.466,1,-5.006,1,0.156,0.00709,0.0,0.0511,0.513,137.952,audio_features,https://open.spotify.com/track/3mkRGh8v7AOH31yQ38SVdt
クロノスタシス,BUMP OF CHICKEN,0.699,0.738,0,-7.487,1,0.0259,0.0963,5.42e-05,0.163,0.671,120.001,audio_features,https://open.spotify.com/track/6Pd73yNBtoVpTRM6xLwOGp
115万キロのフィルム,OFFICIAL HIGE DANDISM,0.516,0.791,3,-1.927,1,0.0318,0.00345,0.0,0.141,0.48,96.921,audio_features,https://open.spotify.com/track/278JqkBGkjDovOYAwE8TW7
紡ぐ,Tota,0.549,0.721,6,-4.627,0,0.0302,0.19,0.0,0.0835,0.572,154.116,audio_features,https://open.spotify.com/track/4nnkvTcw7lpS8w9FKpo7yJ
サクラキミワタシ,tuki.,0.469,0.69,7,-3.129,1,0.0339,0.766,0.0,0.154,0.509,179.432,audio_features,https://open.spotify.com/track/4bM9itWEyMkLUSd2VeROAd
Walking with you,Novelbright,0.422,0.969,7,-0.824,1,0.0591,0.00585,0.0,0.533,0.496,92.524,audio_features,https://open.spotify.com/track/7tGDXCPLpAScEwmqab9YZd
10月無口な君を忘れる,あたらよ,0.262,0.47,5,-4.663,1,0.0433,0.0429,0.0,0.236,0.307,75.096,audio_features,https://open.spotify.com/track/006u4CXVO2cusq08RrMElQ
春泥棒,ヨルシカ,0.762,0.595,5,-6.777,1,0.0445,0.103,4.71e-05,0.115,0.858,125.047,audio_features,https://open.spotify.com/track/1rr2DJOxV0sHXeUXCAz1yf
星月夜,YU-KA,0.339,0.49,9,-8.431,1,0.0505,0.278,3.7e-05,0.0661,0.0706,84.385,audio_features,https://open.spotify.com/track/3kjByZ9bCHIxJR3nYofZEm
Mela!,Ryokuoushoku Shakai,0.619,0.941,8,-1.618,1,0.0584,0.0439,1.73e-05,0.318,0.624,137.967,audio_features,https://open.spotify.com/track/6IO5nn84TKArsi3cjpIqaD
grace,Fujii Kaze,0.668,0.685,7,-8.765,1,0.0472,0.0822,0.0257,0.319,0.637,108.971,audio_features,https://open.spotify.com/track/7tnYsRepXLaNhqj4xtcWP2
最高到達点,SEKAI NO OWARI,0.647,0.959,6,-3.835,1,0.0477,0.0737,0.0,0.0683,0.807,132.002,audio_features,https://open.spotify.com/track/2hXPmiqKdXcbV0L1VKnTDN
Burning Friday Night,Lucky Kilimanjaro,0.818,0.563,10,-3.831,1,0.0302,0.0341,3.86e-06,0.0706,0.822,114.976,audio_features,https://open.spotify.com/track/1NlkoYEA1ndLQIKzXTPh9V
第六感,Reol,0.675,0.959,7,-1.754,1,0.0835,0.00893,8.48e-05,0.325,0.835,134.017,audio_features,https://open.spotify.com/track/22sQUmLhT8umlEhQzDrzfJ
ナハトムジーク,Mrs. GREEN APPLE,0.479,0.641,8,-5.31,1,0.0415,0.0896,0.0,0.0666,0.275,146.354,audio_features,https://open.spotify.com/track/7sditHCsoFw3nHnjFv1BHV
スパークル,Lilas Ikuta,0.614,0.579,11,-4.937,1,0.038,0.417,0.0,0.0666,0.692,149.831,audio_features,https://open.spotify.com/track/6EuubEs5qOmJdpNhkU47OZ
エウレカ,natori,0.477,0.988,6,-2.554,0,0.226,0.000302,0.0,0.303,0.394,158.916,audio_features,https://open.spotify.com/track/6RrkERm8gb8E1jzVGyz7l5
また旅に誘われて,離婚伝説,0.804,0.59,9,-8.277,1,0.0583,0.22,5.7e-06,0.151,0.628,124.949,audio_features,https://open.spotify.com/track/5l0SzsTg6IBI3LwfLvq4f2
美しい顔 - with 礼賛,Asako Toki,0.644,0.884,9,-6.113,0,0.0575,0.00544,0.000483,0.282,0.827,111.963,audio_features,https://open.spotify.com/track/2SwIWPeV9dvmFF4O5d0nUc
ブルーライト,muque,0.753,0.586,4,-6.722,0,0.0516,0.288,4.23e-06,0.106,0.467,119.965,audio_features,https://open.spotify.com/track/6PbCnxdWt2sxv1V4cDRDS9
デッドライン,First Love is Never Returned,0.579,0.836,7,-4.538,0,0.0977,0.101,0.0,0.188,0.918,154.034,audio_features,https://open.spotify.com/track/0btSNF4g9CtAgcRtc2hqoG
TOMODACHI,レトロリロン,0.621,0.711,5,-4.928,1,0.031,0.167,0.000116,0.0823,0.808,145.872,audio_features,https://open.spotify.com/track/2mzr4sHf6Yj2RGnXeh2hHV
あなたはトリコ,RYUSENKEI,0.615,0.649,7,-5.912,0,0.027,0.439,0.0,0.0823,0.411,103.948,audio_features,https://open.spotify.com/track/2gkYR4SyJu4TDHz8r39B7y
Summer Beach,Tokimeki Records,0.652,0.816,5,-7.659,1,0.0371,0.00473,0.00564,0.344,0.847,120.967,audio_features,https://open.spotify.com/track/6LuVnKXKrZ9kLkHEMqLRP4
Sweet Sweet - feat. 土岐麻子,THREE1989,0.751,0.899,2,-5.164,1,0.0494,0.0555,0.0,0.266,0.454,107.984,audio_features,https://open.spotify.com/track/0nwBOeANdTYkamtj8lHp0U
RIDE ON TIME,BENI,0.739,0.834,8,-3.349,1,0.0488,0.412,0.0,0.329,0.881,120.028,audio_features,https://open.spotify.com/track/3FNXU06JsPMkoppLzw42S1
Season,iri,0.62,0.857,6,-6.576,0,0.162,0.236,0.0187,0.198,0.522,190.007,audio_features,https://open.spotify.com/track/28H2R5DE6eVKIBBYvGbKRg
夏夜のマジック,Asako Toki,0.59,0.578,6,-7.775,1,0.128,0.539,1.58e-06,0.207,0.681,77.899,audio_features,https://open.spotify.com/track/4H15DPcx96pHtUdICF8Chc
流星都市,Junk Fujiyama,0.634,0.735,5,-7.307,1,0.0271,0.00649,0.00121,0.109,0.664,120.012,audio_features,https://open.spotify.com/track/4YWyKUpBKyLwW2D6H0VmcC
LOST IN PARADISE,ALI,0.648,0.904,6,-4.565,0,0.0786,0.0961,2.07e-06,0.0629,0.728,121.994,audio_features,https://open.spotify.com/track/7kRKlFCFLAUwt43HWtauhX
滾らせて,evening cinema,0.622,0.877,7,-5.816,1,0.0614,0.0914,0.0,0.109,0.613,128.01,audio_features,https://open.spotify.com/track/507uw1wf1HrEsuO64bIhh5
きらり,Fujii Kaze,0.746,0.764,2,-6.833,1,0.0462,0.00803,0.0,0.357,0.701,116.982,audio_features,https://open.spotify.com/track/51oc6MEsXTpnPn6GOw5VuP
恋標,Penthouse,0.679,0.808,1,-5.067,1,0.123,0.165,0.0,0.38,0.834,97.866,audio_features,https://open.spotify.com/track/1KjHPv0YOx8YgxV8nkChtk
Unlucky!!,First Love is Never Returned,0.628,0.849,10,-4.616,1,0.0417,0.0525,0.0,0.27,0.864,134.025,audio_features,https://open.spotify.com/track/2OBYXeH83Bf0hzpgdbvPVc
琥珀色の街、上海蟹の朝,Quruli,0.698,0.607,5,-8.744,1,0.0369,0.0582,2.3e-05,0.62,0.723,90.011,audio_features,https://open.spotify.com/track/2A0zCiphI5e6Vxat20qyEv
Side Step,Satoko Shibata,0.773,0.661,0,-8.097,1,0.0434,0.257,0.000419,0.551,0.937,120.016,audio_features,https://open.spotify.com/track/1te3NRWiAyRzowFqMrrLw0
トドメの一撃 (feat. Cory Wong),Vaundy,0.577,0.946,1,-3.887,1,0.0498,0.157,0.0,0.291,0.87,100.011,audio_features,https://open.spotify.com/track/7p2X86CP7JrIjbVEsZHU0h
Gift,ネオンに恋して,0.766,0.778,0,-2.525,0,0.03,0.111,0.0,0.0974,0.817,104.966,audio_features,https://open.spotify.com/track/77VV0IhRZikqbVz6eLMIpY
My Plan,DURDN,0.57,0.795,6,-5.484,1,0.0395,0.115,2.33e-05,0.139,0.519,199.986,audio_features,https://open.spotify.com/track/2MKuMuQZbLOW16zXQksZse
踊らせないで,eill,0.736,0.705,11,-5.816,1,0.0312,0.0285,0.0,0.0725,0.84,106.99,audio_features,https://open.spotify.com/track/7vK2DtxftUf2iQgVF0Qnzg
スーパー・ジェネレイション,RYUSENKEI,0.685,0.808,4,-5.832,1,0.0334,0.316,4.25e-06,0.124,0.599,119.996,audio_features,https://open.spotify.com/track/7yizzYHoFDvCfAMmvqezUk
TATTOO,OFFICIAL HIGE DANDISM,0.481,0.901,0,-5.629,1,0.163,0.0114,0.0,0.314,0.817,194.084,audio_features,https://open.spotify.com/track/36jIu8oPR1Z4cguMuHxUXA
ラブ・ストーリーは突然に,Night Tempo,0.479,0.65,1,-8.022,1,0.213,0.235,0.000199,0.135,0.487,209.667,audio_features,https://open.spotify.com/track/7LmvWKaxCoq1pDpe2K2hnU
ニュアンスで伝えて feat. ヒグチアイ,GOOD BYE APRIL,0.624,0.654,5,-8.471,1,0.038,0.156,0.0,0.157,0.616,101.004,audio_features,https://open.spotify.com/track/5rObPaxkppROxPy9Xfqps6
Your Light,LAGHEADS,0.697,0.667,1,-7.085,1,0.028,0.0118,0.00274,0.0733,0.713,107.991,audio_features,https://open.spotify.com/track/0YhbPVTWIDYUVNmiv3fglD
東京フラッシュ,Vaundy,0.627,0.648,2,-5.212,1,0.0318,0.00255,5.17e-06,0.0466,0.614,97.995,audio_features,https://open.spotify.com/track/04e72JtsOIIlHUQ7CvWwvX
あらわれないで,離婚伝説,0.656,0.817,7,-6.826,1,0.0417,0.0131,1.21e-06,0.343,0.801,120.025,audio_features,https://open.spotify.com/track/4J355x8SX4orM1H3tyPBFa
MissU,YAJICO GIRL,0.791,0.584,4,-8.534,1,0.0471,0.291,8.99e-05,0.0952,0.808,135.981,audio_features,https://open.spotify.com/track/1tg3VgpyHR8YmiNTyHOoaZ
時を刻みながら,evening cinema,0.515,0.902,8,-4.957,0,0.0556,0.169,0.0,0.38,0.641,106.969,audio_features,https://open.spotify.com/track/2s6OPsYVUAKtVNK1FzgSTU
Lazy,kiki vivi lily,0.751,0.488,11,-7.021,1,0.0325,0.262,2.36e-06,0.186,0.603,94.004,audio_features,https://open.spotify.com/track/6pfnbN59U4lnlkMGphwaiU
STARLIGHT,iri,0.627,0.806,11,-6.413,1,0.16,0.049,2.26e-05,0.284,0.839,172.024,audio_features,https://open.spotify.com/track/1jN4iYlI3s1EVDnzhHL1LT
Drink!,DURDN,0.744,0.7,7,-4.409,1,0.064,0.0502,0.0,0.0707,0.957,124.03,audio_features,https://open.spotify.com/track/16OYugyNRr5pxjWZEfkU6b
ずるくない?,ぷにぷに電機,0.733,0.729,0,-5.914,1,0.0597,0.168,0.000102,0.0987,0.889,94.997,audio_features,https://open.spotify.com/track/4alL49g2nf50xegCcGqDZt
Remember Summer Days,Anri,0.634,0.665,4,-4.969,1,0.0318,0.342,8.87e-05,0.0709,0.787,96.698,audio_features,https://open.spotify.com/track/1qUo7d5lAOclNVbTUY0A2R
LOOP,SIRUP,0.696,0.433,11,-7.189,1,0.0585,0.26,4e-06,0.0843,0.282,79.973,audio_features,https://open.spotify.com/track/0njFXMhCDQ1MHAZJXurgvN
少女,黄麟,0.58,0.579,5,-7.109,0,0.0289,0.679,1.33e-06,0.278,0.361,176.036,audio_features,https://open.spotify.com/track/40DBsVXPYFsW1ZFdTHiFfr
エモめの夏,Lucky Kilimanjaro,0.745,0.519,11,-5.597,1,0.0491,0.00686,0.0,0.147,0.57,113.015,audio_features,https://open.spotify.com/track/2o2yCUIo6XUIIselWfjKw3
DREAMING LOVE,Hitomi Tohyama,0.725,0.467,9,-7.74,0,0.036,0.636,0.000451,0.161,0.397,74.364,audio_features,https://open.spotify.com/track/67rqVrABE42rfzvjgoRV5P
東京cruisin',tonun,0.752,0.786,1,-6.101,1,0.145,0.364,0.00216,0.309,0.92,98.018,audio_features,https://open.spotify.com/track/1LJEIE8IjHnQuV5mc0w399
スターダスト,高岩 遼,0.848,0.447,8,-11.219,1,0.0349,0.0736,0.0113,0.093,0.431,115.993,audio_features,https://open.spotify.com/track/0OzrEXUFsOMbQtoIm39nj6
808,Suchmos,0.652,0.9,10,-5.337,0,0.0393,0.0414,3.09e-05,0.115,0.779,126.101,audio_features,https://open.spotify.com/track/0ryh7pycTXrh7l1iTX9DPc
夢の続き,Night Tempo,0.724,0.593,8,-7.9,0,0.0304,0.317,0.0126,0.135,0.75,99.981,audio_features,https://open.spotify.com/track/0963vvFaqFtmxBSTz9mUnT
夏の幻,Omoinotake,0.724,0.54,3,-6.616,1,0.099,0.119,0.0,0.0475,0.445,92.928,audio_features,https://open.spotify.com/track/2KupYVG8q3fqBPtPdTxbbC
ASH feat. Vaundy,Nulbarich,0.688,0.692,1,-9.164,1,0.0366,0.00386,0.00353,0.0348,0.724,106.975,audio_features,https://open.spotify.com/track/00lGrbFYsAmvWUktnujaKO
MOON NIGHT,I Don't Like Mondays.,0.869,0.542,11,-5.586,1,0.0362,0.117,0.0,0.143,0.961,128.059,audio_features,https://open.spotify.com/track/4Ndg10oNRmN8FtOrWxs3Q5
ファジーサマー,Lucky Kilimanjaro,0.609,0.688,6,-6.313,1,0.143,0.426,9.93e-05,0.13,0.546,106.081,audio_features,https://open.spotify.com/track/7hR5iQ1WpDyfP4FYDR6YA6
ナイトグルーヴ,iri,0.759,0.749,10,-5.478,0,0.0567,0.0307,4.7e-06,0.0741,0.86,95.99,audio_features,https://open.spotify.com/track/5nnEGWycHraBQ0EhfOFToK
NEO JAPAN,Vaundy,0.597,0.813,10,-5.54,0,0.225,0.0491,0.0,0.417,0.502,176.178,audio_features,https://open.spotify.com/track/4PQJs2U6R1xhXLxyjmf4gj
革命前夜,Tempalay,0.609,0.735,7,-5.525,1,0.0313,0.0424,0.00247,0.107,0.602,88.466,audio_features,https://open.spotify.com/track/2vOeE2Uh2UDG5jow8F2WQ9
真夏の恋は気まぐれ,tonun,0.692,0.492,7,-7.9,1,0.0394,0.193,0.000765,0.229,0.508,95.068,audio_features,https://open.spotify.com/track/3DYLsJ0hAzbVGCOIWN011L
散る散る満ちる,鷲尾伶菜,0.649,0.575,1,-6.694,1,0.027,0.475,0.0,0.1,0.289,99.984,audio_features,https://open.spotify.com/track/5N8xU3TeSLHgS0Xxb4a8zA
中央フリーウェイ,Yumi Matsutoya,0.7,0.787,5,-4.508,0,0.0269,0.0117,0.00449,0.18,0.478,119.996,audio_features,https://open.spotify.com/track/1w3BXhVl88xDJOcrNh5sQH
VeroVeroCITY,Nombey,0.685,0.597,1,-9.794,1,0.0399,0.462,0.00526,0.0458,0.665,95.987,audio_features,https://open.spotify.com/track/7f0AExSglTFH1AKjd5rP3s
Venus Flytrap feat. 佐藤千亜妃,haruno,0.88,0.675,8,-8.423,0,0.052,0.392,0.281,0.104,0.8,122.031,audio_features,https://open.spotify.com/track/7KRfQEpO97OMMD4Edc1YTw
熱海,Kroi,0.726,0.707,9,-7.097,1,0.0319,0.000861,5.01e-06,0.123,0.646,122.969,audio_features,https://open.spotify.com/track/64rOTOdvUSvQDeCdfEJBaN
はなにあらし,DURDN,0.52,0.665,9,-7.137,0,0.0679,0.129,0.0,0.102,0.541,96.456,audio_features,https://open.spotify.com/track/1Y8oe7ucxNjQXTiWOIMSfz
いえない,MAISONdes,0.703,0.594,6,-6.039,0,0.0414,0.262,0.0,0.325,0.612,93.974,audio_features,https://open.spotify.com/track/5zU11rGz9E06aZRUO8E3rm
渚とサイダー,POP ART TOWN,0.671,0.817,2,-5.575,1,0.0368,0.0161,4.19e-05,0.204,0.692,141.024,audio_features,https://open.spotify.com/track/0fB9qqzExwkYpfK5j1WAPr
ブルージー,Awesome City Club,0.679,0.483,1,-5.794,0,0.0316,0.413,0.0,0.0931,0.71,99.034,audio_features,https://open.spotify.com/track/6f1eD29V3PcsYvbLcQ4y6Y
愛が一層メロウ,離婚伝説,0.722,0.633,1,-6.735,0,0.0409,0.276,0.0,0.0718,0.666,104.014,audio_features,https://open.spotify.com/track/1s4jmPayW30yQFFOjehEFB
SOSOGU,陽真,0.594,0.616,8,-5.502,1,0.136,0.361,0.0,0.296,0.783,199.93,audio_features,https://open.spotify.com/track/54x8nltyUeJxylMzAev90H
道標,福原 遥,0.632,0.616,9,-6.378,1,0.0343,0.244,0.0,0.146,0.747,98.023,audio_features,https://open.spotify.com/track/61XZNwm1eCZAc0DNIbvUmV
忘れられないの,sakanaction,0.642,0.645,6,-7.358,0,0.0375,0.35,0.00349,0.191,0.917,172.1,audio_features,https://open.spotify.com/track/7a3LbQFgp7NCuNcGlTgSsN
laundry,Ghost like girlfriend,0.642,0.742,4,-4.592,1,0.0295,0.503,1.65e-05,0.119,0.552,105.961,audio_features,https://open.spotify.com/track/6d1IerctieMQJK055jr1DP
Outsider,アツキタケトモ,0.495,0.872,2,-6.805,1,0.174,0.00687,3.63e-06,0.237,0.657,215.706,audio_features,https://open.spotify.com/track/41JNAl5ZylGTIRWtm7dkv5
U.F.O,haruno,0.852,0.441,1,-7.202,1,0.0374,0.601,1.75e-05,0.0999,0.465,94.991,audio_features,https://open.spotify.com/track/1z43YoQTKU3LfOqiMCwvWo
Good Morning,Awesome City Club,0.653,0.678,7,-6.67,0,0.0451,0.0346,0.0,0.135,0.836,94.991,audio_features,https://open.spotify.com/track/5RzbfqriTQAvMkSDKRwT4J
白無垢,Tatsuya Kitani,0.71,0.595,0,-7.559,1,0.0682,0.322,0.0,0.0835,0.699,81.926,audio_features,https://open.spotify.com/track/2QzJWdpJOGKwAIyA4anrbo
WANTED,黒子首,0.557,0.774,6,-7.375,0,0.0322,0.504,0.00957,0.158,0.968,165.916,audio_features,https://open.spotify.com/track/4tvPR6j8u65vLQenL6qytJ
Happy Sad,FIVE NEW OLD,0.464,0.901,0,-4.634,1,0.101,0.00174,0.0,0.0862,0.593,195.04,audio_features,https://open.spotify.com/track/7APs1QSzMsX4STHf4ZJnxp
friends,iri,0.784,0.653,10,-7.718,0,0.131,0.168,0.0,0.137,0.42,119.968,audio_features,https://open.spotify.com/track/0KZNnObrPorScIX3cT3sjW
Miragesong,Deep Sea Diving Club,0.619,0.699,6,-6.098,1,0.0278,0.121,0.0,0.0944,0.362,100.022,audio_features,https://open.spotify.com/track/4pNncZKpSx98scdDjn6COu
eden,Maharajan,0.55,0.768,5,-4.797,0,0.037,0.0354,0.000411,0.102,0.415,95.024,audio_features,https://open.spotify.com/track/7lXEPbQO0zQSWVRPxmHuuY
この中で,KEN MIYAKE,0.682,0.759,6,-6.373,1,0.0268,0.351,3.8e-05,0.243,0.445,107.018,audio_features,https://open.spotify.com/track/3l9fQYoLOqtuT9VKrNSkW0
ERAM,Ghost like girlfriend,0.576,0.889,4,-4.191,0,0.0416,0.00828,6.48e-06,0.338,0.468,139.975,audio_features,https://open.spotify.com/track/4QDkX55CUmspPJXIUHD1wC
むげん・,Soushi Sakiyama,0.549,0.675,2,-7.394,1,0.0398,0.16,6.57e-06,0.223,0.539,188.063,audio_features,https://open.spotify.com/track/6nMOgK49HQcjOuVSoQqo7H
Ammonite,Omoinotake,0.689,0.561,7,-5.881,0,0.0409,0.00824,0.0,0.379,0.339,104.026,audio_features,https://open.spotify.com/track/1BuXgUwI7GM44ZjuqRDDjI
FRIENDLY･NIGHTMARE,whaledontsleep,0.659,0.572,1,-6.631,1,0.0357,0.757,0.00135,0.187,0.753,94.979,audio_features,https://open.spotify.com/track/75AtakQOaa5aiIijRBuHic
Talkin' Talkin',Awesome City Club,0.803,0.764,2,-4.997,1,0.0743,0.0524,0.0,0.0589,0.894,123.022,audio_features,https://open.spotify.com/track/5qvsE4V7Vpqa8GHDHQoQta
Friday overnight,ヘッドフォンの中の世界,0.624,0.902,0,-4.425,0,0.0604,0.0365,0.0,0.173,0.648,120.969,audio_features,https://open.spotify.com/track/78mCSOawC0iznrUKJdM9Zn
iをyou,フレンズ,0.697,0.755,5,-4.874,0,0.0358,0.0112,0.0,0.0753,0.815,100.034,audio_features,https://open.spotify.com/track/0Z0SvteMXsfqncEC7QoadO
After Kiss,Unknöwn Kun,0.717,0.751,11,-5.007,1,0.0481,0.188,0.0,0.273,0.914,116.981,audio_features,https://open.spotify.com/track/2RWTpvt4FvyKTZ6OtFYtFA
ねぐせ,MAISONdes,0.838,0.467,0,-6.598,1,0.2,0.365,1.37e-06,0.0541,0.775,90.051,audio_features,https://open.spotify.com/track/2ZWvzYy2iWIpCDlYHuJKih
merry-go-round,tonun,0.778,0.686,0,-6.403,1,0.0828,0.0933,0.00124,0.0816,0.743,111.008,audio_features,https://open.spotify.com/track/4RDjRmWez2gryxtIO2Attf
error,OHTORA,0.739,0.763,11,-4.183,1,0.0827,0.143,0.0,0.123,0.907,99.988,audio_features,https://open.spotify.com/track/3uvlV1OsLs1MzJDO7HdI3y
だりぃ,YAJICO GIRL,0.672,0.765,2,-4.594,1,0.0753,0.122,7.74e-06,0.0973,0.566,141.961,audio_features,https://open.spotify.com/track/11w5mx2G7vi5xkyIeI6DGx
spring sleep,toketadenkyu,0.726,0.66,7,-4.802,1,0.0296,0.0288,1.62e-05,0.086,0.923,94.007,audio_features,https://open.spotify.com/track/1YEiNPUXJG7kgzp6LiqmRS
KISS,松下洸平,0.616,0.785,7,-4.782,1,0.0371,0.0142,4.75e-05,0.338,0.559,102.025,audio_features,https://open.spotify.com/track/3tVxy9ELaFCugIRJZuTZZA
Ravel,androp,0.692,0.703,4,-4.883,1,0.0352,0.193,2.51e-05,0.168,0.89,90.935,audio_features,https://open.spotify.com/track/4LGHishH8X6vGpF58Y8PCd
強く儚い者たち,鷲尾伶菜,0.574,0.661,6,-7.944,0,0.0354,0.123,0.0111,0.32,0.73,90.989,audio_features,https://open.spotify.com/track/2ivtIgteLtEs6Z0UDSVsGU
AURORA TOKIO,Aile The Shota,0.74,0.694,1,-6.796,1,0.0313,0.195,0.0,0.0866,0.807,107.0,audio_features,https://open.spotify.com/track/0DWuqS6eHlmVazf52ysjB4
Document,レトロリロン,0.763,0.628,11,-5.634,0,0.0645,0.201,1.58e-06,0.259,0.842,139.083,audio_features,https://open.spotify.com/track/0gYmeKnZ1lhtMH6Vtwkk2z
楽園,Awesome City Club,0.63,0.615,8,-7.68,1,0.147,0.0112,0.0,0.0599,0.605,91.028,audio_features,https://open.spotify.com/track/1uqY0QGoXd6Lj95Igp3h3W
笑ってほしいよ,BELLMAINZ,0.74,0.646,0,-8.277,1,0.0399,0.0016,7.98e-05,0.103,0.797,117.965,audio_features,https://open.spotify.com/track/6IcZU5CPGK8x5V9GTwxfJ3
Pacific Line,Kidella,0.713,0.82,6,-7.056,0,0.0775,0.00429,0.00916,0.131,0.79,124.996,audio_features,https://open.spotify.com/track/6yN1zbeAA8idD6IktDlEsi
またね,Lucky Kilimanjaro,0.807,0.707,5,-4.759,1,0.0319,0.0696,0.0033,0.31,0.607,123.023,audio_features,https://open.spotify.com/track/3b9eglykqfxtTaSpSidP9u
Who Are You,Ms.OOJA,0.695,0.767,9,-3.907,0,0.0302,0.27,3.96e-06,0.205,0.391,124.978,audio_features,https://open.spotify.com/track/6l50VsBz2P3MaWBOiUUxac
